mod,protein1,protein2,interaction,interaction_pair
GRIAZRCYPXFJJF-UHFFFAOYSA-N,Q5VV67,C9JNV9,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
SLGRAIAQIAUZAQ-UHFFFAOYSA-N,A0A2R8Y5A3,P36402,1,Beta-catenin_TCF
CBTICXFNIGNHEP-UHFFFAOYSA-N,P04637,I6SST9,0,P53_HDM2
MAJTYCMZKVEQLD-UHFFFAOYSA-N,Q16665,Q09472,1,HIF-1a_p300
WNQFIUIJXPOGMC-UHFFFAOYSA-N,M4Q009,Q14397,1,Glucokinase_Glucokinase regulatory protein
OETIEACSNLUWLZ-UHFFFAOYSA-N,B3CJ63,Q6V3B1,1,MYC_MAX
WNQFIUIJXPOGMC-UHFFFAOYSA-N,M4PS83,Q14397,1,Glucokinase_Glucokinase regulatory protein
YFMADDFFVFAOSW-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
LICJTIDRHJECTD-SFHVURJKSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,1,ZIPA_FTSZ
VZPGINJWPPHRLS-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,A0A0G2JMD7,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
RHOOHUMOHVIXEF-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,1,ZIPA_FTSZ
DDPLPWIJXPSARG-UHFFFAOYSA-N,B4E3L5,Q99814,1,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
FUJBKRLYHYJMNF-UHFFFAOYSA-N,Q92793,Q96LD9,1,CREBBP_H4
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,Q9NUV7,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
LDEPEQBYFPLWNZ-UHFFFAOYSA-N,O14980,Q9UBZ9,0,CRM1_Rev
DIFKWHRMEGFLSD-DBEUHZBBSA-N,B4DL06,P17544,1,Catenin beta-1_Transcription factor 7
UXGUZFZBZPPZGL-UHFFFAOYSA-N,F5H8A6,P01374,1,TNFR1A_TNFB
RWCZFCJUMZVTJK-UHFFFAOYSA-N,A0A087WZ58,P04637,1,MDM4_P53
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,A8MTI9,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
JWVTXNFJOZMBPJ-JTHBVZDNSA-N,Q6NZ91,A2N4P8,1,IL2_IL2R
GZZSSYVKMPAQRS-UHFFFAOYSA-N,V9GYQ5,AF-A0A0S2Z448-F1-model_v4,1,WDR5_Mixed-lineage leukemia 1 (MLL1)
DSHYKWSHOCCDGA-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
OWEYQIARHXPFES-UHFFFAOYSA-N,Q5T0Y3,P04637,0,MDM4_P53
UMPJRGAFFRSXRX-MHWRWJLKSA-N,Q9UBK2,B5MCN7,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
OBWOSMGNXYUDFB-UHFFFAOYSA-N,A8MYV6,Q09472,1,HIF-1a_p300
DSHYKWSHOCCDGA-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
VZMSCIKIANDZNI-OAMUUVBCSA-N,H9KVB1,Q13951,1,Runt-related transcription factor 1_Core-binding factor subunit beta
MRADEWHTWCHGDS-SSDOTTSWSA-N,Q13169,A2N4P8,0,IL2_IL2R
XGIDEUICZZXBFQ-UHFFFAOYSA-N,G3V5T7,C9K0N6,1,KRAS_SOS1
DDLIGBOFAVUZHB-UHFFFAOYSA-N,W8JJB1,Q9H9B1,1,Bromodomain_Histone
BJTCEZQPYYVHRC-UHFFFAOYSA-N,E9PKS4,A1ECB1,1,GATA4_NKX2-5
IOUZAKOZNDIRHM-IAGOWNOFSA-N,Q5SR36,B9TX56,0,ELF3_MED23
ULKWCLJACWMJSJ-JTQLQIEISA-N,P20701,E7ESS4,1,LFA_ICAM
KYHKYEUYJZTRCP-UHFFFAOYSA-N,Q5VV67,C9J330,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
KWGRBVOPPLSCSI-WCBMZHEXSA-N,P63096,B7Z8B8,1,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
NVRHWELRHNYZOU-QGZVFWFLSA-N,M4PS83,Q14397,1,Glucokinase_Glucokinase regulatory protein
UJJLTAKKBBQNRE-UHFFFAOYSA-N,P33681,P10747,1,CD80_CD28
DNMAKVRRKPAAEY-UHFFFAOYSA-N,A6MUU8,AF-P04233-F1-model_v4,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
ODLWJDMOWAOUTP-UHFFFAOYSA-N,Q6X907,P15692,0,Neuropilin-1_VEGF-A
YKGGGCXBWXHKIZ-UHFFFAOYSA-L,A0A2R8Y750,E5RG75,1,Beta-catenin_TCF
HCLNKCJLLGQVMU-UHFFFAOYSA-N,D0VY79,Q09472,1,HIF-1a_p300
VFTWQZIESASTGN-UHFFFAOYSA-N,C9JHP3,Q16413,1,BCoR_BCL6
WXARKWMOGDBCHV-UHFFFAOYSA-N,S4R334,O15151,1,p53_MDMX
UJJLTAKKBBQNRE-UHFFFAOYSA-N,P33681,P10747,1,CD80_CD28
RIBYLXUNNWIWJK-AOMKIAJQSA-N,AF-R6XDM2-F1-model_v4,P04637,1,XDM2_P53
KJCVRFUGPWSIIH-UHFFFAOYSA-N,E9PNT5,A0A248X3Z1,0,Rad51_BRCA2
PECRYANCKVXSRI-FDHFVPJWSA-N,P04637,I6T4L2,1,P53_HDM2
UVAACYFOGMUNTD-UHFFFAOYSA-N,Q6W2J9,A0A0C4DH53,0,BCoR_BCL6
KAJCFZUIUCDMNV-UHFFFAOYSA-N,A8MRB1,K7PPA8,1,S100B_p53
YGUHAAHXXMAGAS-UHFFFAOYSA-N,L7RSL8,Q07889,1,KRAS_SOS1
HFRDTVPDZVGHGW-UHFFFAOYSA-N,AF-Q00975-F1-model_v4,Q02410,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
JKHAXURJIZDRKK-VHSSKADRSA-N,Q9UMS7,D0VY79,1,VHL_HIF1A
YTLXVGUAOHXKBQ-HJWJTTGWSA-N,B1AKU3,Q9NR28,1,XIAP_SMAC
KWGRBVOPPLSCSI-WCBMZHEXSA-N,P63096,O14924,1,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
UIUNSWTUDREESN-SNVBAGLBSA-O,B1AKU2,Q9NR28,1,XIAP_SMAC
DSLWSJZWVSGFQM-UHFFFAOYSA-N,P62942,Q1JUQ3,1,FKBP1A_FK506
LSVWEYNSNZJEGB-UHFFFAOYSA-N,K7ESE0,Q16236,1,KEAP1_NRF2
DGYJHACBCFLLBR-VSOYFRJCSA-N,AF-Q5EBM5-F1-model_v4,P0DPK2,1,PB1-5_H3
PBDZIMHWKNPOPX-WHLIWEHUSA-N,P04637,I6TZT4,1,P53_HDM2
DLHWAOYAWWXEEW-UHFFFAOYSA-N,Q9UNS8,P17948,1,VEGF_VEGFR
IQPNAANSBPBGFQ-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
CXKWCBBOMKCUKX-UHFFFAOYSA-M,P37231,AF-E7EWM1-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
QOOSZVJRQSFDSU-UHFFFAOYSA-N,I4AY87,AF-E7EQJ3-F1-model_v4,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
FFBKRZQOOGXQCT-UHFFFAOYSA-N,W0UV93,A0A1B0GW57,1,RAC1_TIAM1
FJAWIBGKKKXXAL-LLVKDONJSA-N,Q71V48,A2N4P8,1,IL2_IL2R
ZTCJXHNJVLUUMR-UHFFFAOYSA-N,I4AY87,AF-P04233-F1-model_v4,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
MCEVWKLGFYQYRT-UHFFFAOYSA-N,V9GYQ5,AF-A0A0S2Z449-F1-model_v4,1,WDR5_Mixed-lineage leukemia 1 (MLL1)
XDICNJLKVAZJMN-UHFFFAOYSA-N,V9GZ59,AF-A0A0S2Z448-F1-model_v4,1,WDR5_Mixed-lineage leukemia 1 (MLL1)
YGSSSAIWGGTZQO-UHFFFAOYSA-N,P04637,I6SST5,0,P53_HDM2
LDEPEQBYFPLWNZ-UHFFFAOYSA-N,O14980,Q9UBZ9,0,CRM1_Rev
FSXGYVHBBBJVIA-UHFFFAOYSA-N,Q9UNS8,A0A1W2PNW4,1,VEGF_VEGFR
ZTARWFDZIIJOSM-UHFFFAOYSA-N,P07355,Q6FGE5,0,Annexin A2_S100-A10
BJNWHSZSRCJLNX-IQCCBIBNSA-N,B4E3L8,O43521,1,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
XYJBPEOHRBYXJR-XMMPIXPASA-N,Q0GK43,A2N4P8,0,IL2_IL2R
JVRFSWXFNVLIFF-UHFFFAOYSA-N,X5D945,Q8NIA3,1,HRAS_SOS1
KCDALOFCIDDVIW-UHFFFAOYSA-N,E9PJ30,A0A2S1WCJ3,1,Rad51_BRCA2
WZMCNMSXIKEYTO-UHFFFAOYSA-N,Q5VV67,AF-A0A0B6XJZ8-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
BWMBRQDEPKCRBD-JTHBVZDNSA-N,Q13169,A2N4P8,0,IL2_IL2R
FSXGYVHBBBJVIA-UHFFFAOYSA-N,Q9UNS8,P17948,1,VEGF_VEGFR
MJVAVZPDRWSRRC-UHFFFAOYSA-N,H0YM16,C9J1D1,1,Perilipin-1_ABHD5
FRWCXXLFEUORIB-UHFFFAOYSA-N,P33681,P10747,1,CD80_CD28
UEFBMKGVQXOXRD-INIZCTEOSA-N,M4Q009,Q14397,1,Glucokinase_Glucokinase regulatory protein
KGJIMOVTOXSTNJ-YSSFQJQWSA-N,Q96GG9,M0QYI6,1,DCN1_UBE2M
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,Q9GZT4,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
WXARKWMOGDBCHV-UHFFFAOYSA-N,H2EHT1,O15151,1,p53_MDMX
OFPXSFXSNFPTHF-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,0,ZIPA_FTSZ
YPHMISFOHDHNIV-FSZOTQKASA-N,Q16665,Q09472,1,HIF-1a_p300
FOHWXVBZGSVUGO-UHFFFAOYSA-N,Q86YN6,AF-E5RFN9-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
YYVYAPXYZVYDHN-UHFFFAOYSA-N,Q5VV67,C9JNV9,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
BAMXBFLPNULUET-UHFFFAOYSA-N,Q14901,A0A494C130,1,MYC_MAX
HSYRXLRFNVFJBS-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
YTBMKTFORKIZLN-UHFFFAOYSA-N,A0A087WTR9,P04637,0,MDM4_P53
MRNGXYMKYHNMLV-PKTZIBPZSA-N,Q71V48,A2N4P8,1,IL2_IL2R
RWCZFCJUMZVTJK-UHFFFAOYSA-N,P04637,I6T4L2,0,P53_HDM2
NXMMGKCWIKUXOJ-UHFFFAOYSA-N,A8MRB1,S4R334,1,S100B_p53
BBVKWFPUAZBKNG-SFTDATJTSA-N,S4R334,O15151,0,p53_MDMX
AKOHJQLWPFONMJ-UHFFFAOYSA-N,P10415,Q07812,1,"BCL-like_BAX,BAK"
GRIAZRCYPXFJJF-UHFFFAOYSA-N,Q5VV67,C9JNV9,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
IOUZAKOZNDIRHM-IAGOWNOFSA-N,Q5SR36,B9TX59,1,ELF3_MED23
BPPUBTDIFQTARU-RIYZIHGNSA-N,A8MRB1,A0A0U1RQC9,1,S100B_p53
XKIQUMIGIBMUJB-MRXNPFEDSA-N,B5A213,Q96LD9,1,CREBBP_H4
BBVKWFPUAZBKNG-SFTDATJTSA-N,A0A0U1RQC9,O15151,0,p53_MDMX
SAVTWYBICKMDSC-MRVPVSSYSA-N,Q6WZM0,A0A1W2PNW4,1,VEGF_VEGFR
RVAGAHLIJPXBEV-UHFFFAOYSA-N,AF-Q00975-F1-model_v4,Q02410,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
ZFFCSBWPPVKQSW-UHFFFAOYSA-N,M4Q009,Q14397,1,Glucokinase_Glucokinase regulatory protein
VVWIBCBKLAOUNR-UHFFFAOYSA-N,A0A087WZ09,A1ECD1,1,GATA4_NKX2-5
CXKWCBBOMKCUKX-UHFFFAOYSA-M,Q86YN6,Q15788,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
ZISVVFAZFZVTIA-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,0,ZIPA_FTSZ
VFLDPWHFBUODDF-FCXRPNKRSA-N,O60240,A0A0S2Z5D6,1,Perilipin-1_ABHD5
KHWCPNJRJCNVRI-UHFFFAOYSA-N,F6VJC3,Q96LD9,1,BAZ2B_H4
ZYFUGIKJSBBBQC-NHCUHLMSSA-N,P78545,B9TX60,0,ELF3_MED23
JVRFSWXFNVLIFF-UHFFFAOYSA-N,P01112,C9K0N6,1,HRAS_SOS1
VDYXYRVTGGABFJ-UHFFFAOYSA-N,Q9UL45,Q86U86,0,PA_PB1
LDDWYPPFMBBGRI-UHFFFAOYSA-N,E9PKS4,P52952,1,GATA4_NKX2-5
JVRFSWXFNVLIFF-UHFFFAOYSA-N,P01112,C9K0N6,1,HRAS_SOS1
GOYKPTVODBAOPR-UHFFFAOYSA-N,P27540,C9J9N2,1,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
MZWOOQCTMMZMHY-UHFFFAOYSA-N,Q96GG9,A0A024R4T4,0,DCN1_UBE2M
POSPLUDREYFAQC-PBHICJAKSA-N,A0A024R2F2,A8MYV6,1,VHL_HIF1A
YYVYAPXYZVYDHN-UHFFFAOYSA-N,P37231,H7C1Y3,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
OXQYKZJSWURERH-UHFFFAOYSA-N,Q9UL45,Q5EBM5,0,PA_PB1
ZMECOPHBTSLPQS-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
FWCNXQLOVXPNKX-UHFFFAOYSA-N,D0VY79,Q09472,1,HIF-1a_p300
LICJTIDRHJECTD-SFHVURJKSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,1,ZIPA_FTSZ
WZLWEWPBYALHJR-UHFFFAOYSA-N,A6NMY6,Q6FGE5,1,Annexin A2_S100-A10
DUALPFLFAOZWGA-UHFFFAOYSA-N,P61024,A0A7P0S4R7,1,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
RRELDGDKULRRDM-UHFFFAOYSA-N,Q6W2J9,Q16413,1,BCoR_BCL6
XIIZECUWKNXLCU-QFIPXVFZSA-N,K7ESE0,Q16236,1,KEAP1_NRF2
FNKBEGHNLRZRKZ-UHFFFAOYSA-N,E9PJ30,A0A248X3Z1,1,Rad51_BRCA2
KHVDBPVTFXQMEB-UHFFFAOYSA-N,A0A5F9ZGX7,Q16413,1,BCoR_BCL6
ICKFFNBDFNZJSX-UHFFFAOYSA-N,A0A059VC25,B5A928,1,FAK_VEGFR3
IGJJHNDTIIFWAL-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
AARUNXNNAZIAQK-UHFFFAOYSA-N,A0A494C1T8,Q6V3B1,1,MYC_MAX
LOGJQOUIVKBFGH-YBEGLDIGSA-N,P63096,B7Z8B8,1,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
OPVPGKGADVGKTG-BQBZGAKWSA-N,H9KVB1,J3KS23,1,Runt-related transcription factor 1_Core-binding factor subunit beta
HMFSOBWOOWBCBL-WBVHZDCISA-N,Q9UMS7,Q16665,1,VHL_HIF1A
YYVYAPXYZVYDHN-UHFFFAOYSA-N,Q86YN6,C9J330,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
SUNSLACFIOGRFF-VWLOTQADSA-N,Q8NBP7,Q9UH51,1,PCSK9_LDLR
CXKWCBBOMKCUKX-UHFFFAOYSA-M,P37231,Q15788,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,Q9GZT4,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
LSVWEYNSNZJEGB-UHFFFAOYSA-N,K7EJD8,Q16236,1,KEAP1_NRF2
YBJHBAHKTGYVGT-ZKWXMUAHSA-N,A0A0S2Z4T3,B4DH91,1,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
UXGUZFZBZPPZGL-UHFFFAOYSA-N,J9PH39,P01374,1,TNFR1A_TNFB
BBVKWFPUAZBKNG-SFTDATJTSA-N,H2EHT1,O15151,0,p53_MDMX
MQCINXVRFIDBMO-UHFFFAOYSA-N,P61964,AF-A0A0S2Z449-F1-model_v4,0,WDR5_Mixed-lineage leukemia 1 (MLL1)
PBEQFOAMSDRXNN-UHFFFAOYSA-N,B3KUF4,A0A0S2Z383,1,GATA4_NKX2-5
FXULPXRRIHJEOR-UHFFFAOYSA-N,A6MUU8,AF-P04233-F1-model_v4,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
DRGCWMGLVXZPIZ-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,Q02410,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
CDPQLJPWAPUNKT-UHFFFAOYSA-N,B7Z752,O95149,1,Importin subunit beta-1_Snurportin-1
ODLWJDMOWAOUTP-UHFFFAOYSA-N,O14786,P15692,0,Neuropilin-1_VEGF-A
LBXJVISQYZQJLT-UHFFFAOYSA-N,A0A5F9ZGX7,A0N7C7,1,BCoR_BCL6
TZVNNUHRZXQCHM-UHFFFAOYSA-N,Q13671,B4DH91,1,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
BVWHOZYQECWMFG-UHFFFAOYSA-N,P55209,Q9UNS8,1,NRP_VEGF
KLSZVPNVFKKIRD-FNORWQNLSA-N,P20701,P05362,1,LFA_ICAM
PGKUSHWBQJPFOP-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,0,ZIPA_FTSZ
DBYOJRHWEJEBCL-CYBMUJFWSA-N,P78460,Q8NIA3,1,HRAS_SOS1
MZBCNTIPBPFKKG-UHFFFAOYSA-N,P33681,P10747,1,CD80_CD28
HMFSOBWOOWBCBL-WBVHZDCISA-N,P40337,A8MYV6,1,VHL_HIF1A
UIPWTXSKFBTTJA-UHFFFAOYSA-N,B3KUF4,A1ECB6,1,GATA4_NKX2-5
TYLLBOCDKUXAKC-UHFFFAOYSA-N,P33681,P10747,1,CD80_CD28
RIBYLXUNNWIWJK-AOMKIAJQSA-N,AF-R6XDM2-F1-model_v4,P04637,1,XDM2_P53
FDKOFTWFAPBJNI-UHFFFAOYSA-N,P10415,Q16611,0,"BCL-like_BAX,BAK"
PSEWIQFVVLQNNL-ZCXUNETKSA-N,P10415,Q07812,0,"BCL-like_BAX,BAK"
CTILPMYYGZYYLB-UHFFFAOYSA-N,B7Z752,H3BUB4,0,Importin subunit beta-1_Snurportin-1
DBYOJRHWEJEBCL-CYBMUJFWSA-N,P78460,Q07889,1,HRAS_SOS1
AAMRPNJBKOOAJO-UHFFFAOYSA-N,B0LXF2,A1ECD1,1,GATA4_NKX2-5
SUNSLACFIOGRFF-VWLOTQADSA-N,A0A669KBG0,A0A0E3MS57,1,PCSK9_LDLR
XFAPJIVRXVFTKU-ZETCQYMHSA-N,P20701,E7ESS4,1,LFA_ICAM
WEAXQUBYRSEBJD-UHFFFAOYSA-N,E9PJ30,A0A248X3Z6,0,Rad51_BRCA2
ULKWCLJACWMJSJ-JTQLQIEISA-N,P20701,P05362,1,LFA_ICAM
KWGRBVOPPLSCSI-WCBMZHEXSA-N,A0A3B3IUA8,B7Z8B8,1,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
MGNUTJXZFFVDDU-UHFFFAOYSA-N,P04637,I6TVS5,0,P53_HDM2
VLUCXJXOZXEFPA-IYBDPMFKSA-N,AF-P56273-F1-model_v4,P04637,1,XDM2_P53
GRFBFSARRYJWSN-FQEVSTJZSA-N,V9GZ59,AF-A0A0S2Z449-F1-model_v4,1,WDR5_Mixed-lineage leukemia 1 (MLL1)
FQPRHJRBDSAMQN-HZVDNRATSA-N,A0A7I2V3S6,P62942,0,FKBP1A_FK506
IGMYYDZDXOEORM-UHFFFAOYSA-N,Q5JWQ4,P15692,0,Neuropilin-1_VEGF-A
LOGJQOUIVKBFGH-YBEGLDIGSA-N,A0A3B3IUA8,O14924,1,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
QMBJSIBWORFWQT-DFXBJWIESA-N,B7Z752,H3BRI5,1,Importin subunit beta-1_Snurportin-1
ZMECOPHBTSLPQS-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
HNFIJWNVPWXSOL-UHFFFAOYSA-N,Q5VV67,AF-E7EWM1-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
WXARKWMOGDBCHV-UHFFFAOYSA-N,K7PPA8,O15151,1,p53_MDMX
RIUWVQAWHOOGFK-UHFFFAOYSA-N,A0A3G1LBH1,Q9UKX9,1,KRAS_SOS1
QMETXUTZEYHEJB-UHFFFAOYSA-N,B4E3L5,Q99814,1,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
KHTPXNJKROZWBI-UHFFFAOYSA-N,B5A248,Q96LD9,1,CREBBP_H4
WTFOAGASDCNVMR-SREVYHEPSA-N,O14980,Q9UBZ9,0,CRM1_Rev
GFVIEZBZIUKYOG-SVFBPWRDSA-N,P40337,Q16665,1,VHL_HIF1A
GMGDTZSHJQPPKB-UHFFFAOYSA-N,P14174,AF-P04233-F1-model_v4,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
DOVNUEPFPBWTSV-UHFFFAOYSA-N,E9PMB8,Q05655,1,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
AQVUSOQZBUOAJM-HNNXBMFYSA-N,P20701,P05362,1,LFA_ICAM
NFAMHWDGOWMRNE-UHFFFAOYSA-N,O15151,P04637,1,MDM4_P53
WZMCNMSXIKEYTO-UHFFFAOYSA-N,Q5VV67,AF-E5RFN9-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
DIFKWHRMEGFLSD-DBEUHZBBSA-N,A0A2R8Y804,Q8N100,1,Catenin beta-1_Transcription factor 7
VDHLGRKJCUPRLS-UHFFFAOYSA-N,V9GZ59,AF-A0A0S2Z448-F1-model_v4,1,WDR5_Mixed-lineage leukemia 1 (MLL1)
PTYSNZPROPKAPC-UHFFFAOYSA-N,A4D2P1,A0A1B0GW57,1,RAC1_TIAM1
ZOROTGIUNHRAMJ-UHFFFAOYSA-N,Q9BZU3,H0Y9I9,1,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
WBFBQHWUSFCJST-UHFFFAOYSA-N,P62166,E9PMP0,0,NCS-1_Ric8a
OVPFPLNOPGBOJH-UHFFFAOYSA-N,K7EJ49,Q16236,0,KEAP1_NRF2
IOUZAKOZNDIRHM-IAGOWNOFSA-N,P78545,B9TX60,1,ELF3_MED23
OETIEACSNLUWLZ-UHFFFAOYSA-N,A0N2G3,Q8IYC6,1,MYC_MAX
VCSUXWXJPUAZFS-UHFFFAOYSA-N,B7Z752,H3BSK1,0,Importin subunit beta-1_Snurportin-1
BVWHOZYQECWMFG-UHFFFAOYSA-N,Q96CV9,Q9UNS8,1,NRP_VEGF
TXZWKQGFAWLIAI-UHFFFAOYSA-N,Q96GG9,A0A024R4T4,0,DCN1_UBE2M
LQLRMVRJDVQLGH-UHFFFAOYSA-N,P04271,S4R334,1,S100B_p53
BAMXBFLPNULUET-UHFFFAOYSA-N,A0A494C1T8,Q6V3B1,1,MYC_MAX
CXKWCBBOMKCUKX-UHFFFAOYSA-M,Q5VV67,B4DYT5,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
HYIMSNHJOBLJNT-UHFFFAOYSA-N,O60240,C9J1D1,1,Perilipin-1_ABHD5
FSXGYVHBBBJVIA-UHFFFAOYSA-N,P15692,A0A1W2PNW4,1,VEGF_VEGFR
JVMZFTPPNPKBFK-UHFFFAOYSA-N,Q9HD36,Q16611,1,"BCL-like_BAX,BAK"
GANOSYHSDIPGSR-UHFFFAOYSA-N,V9GZ59,AF-A0A0S2Z449-F1-model_v4,0,WDR5_Mixed-lineage leukemia 1 (MLL1)
DYEFUKCXAQOFHX-UHFFFAOYSA-N,H0YM16,A0A0S2Z5D6,1,Perilipin-1_ABHD5
RTIXKCRFFJGDFG-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
CGYKAODLIUJULT-UHFFFAOYSA-N,Q9UL45,Q86U86,0,PA_PB1
FOHWXVBZGSVUGO-UHFFFAOYSA-N,E9PFV2,AF-A0A0B6XJZ8-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
DIFKWHRMEGFLSD-DBEUHZBBSA-N,A0A2R8Y804,Q8N100,1,Catenin beta-1_Transcription factor 7
NMCBWICNRJLKKM-UHFFFAOYSA-N,P10415,Q16611,0,"BCL-like_BAX,BAK"
YXZBNHDVRXRUBE-PKNBQFBNSA-N,B7Z752,H3BRI5,0,Importin subunit beta-1_Snurportin-1
CLBLWDSQANNIBO-DHZHZOJOSA-N,H0YM16,Q8WTS1,1,Perilipin-1_ABHD5
AARUNXNNAZIAQK-UHFFFAOYSA-N,B3CJ63,G3V2R5,1,MYC_MAX
WZLWEWPBYALHJR-UHFFFAOYSA-N,P07355,P60903,1,Annexin A2_S100-A10
SUNSLACFIOGRFF-VWLOTQADSA-N,A0A669KBG0,A0A0E3MS57,1,PCSK9_LDLR
BVWHOZYQECWMFG-UHFFFAOYSA-N,Q96CV9,P15692,1,NRP_VEGF
RZQVZONKHSOLHN-UHFFFAOYSA-N,Q9UL45,Q86U86,1,PA_PB1
VOFJNTYGTJWUNG-UHFFFAOYSA-N,B4E3L5,C9J9N2,1,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
RIBYLXUNNWIWJK-AOMKIAJQSA-N,AF-P56273-F1-model_v4,P04637,1,XDM2_P53
YWQQQESBZWBLHQ-UHFFFAOYSA-N,Q6W2J9,A0N7C7,1,BCoR_BCL6
HMOHLWDJLLLMHH-UHFFFAOYSA-N,A8MRB1,A0A0U1RQC9,0,S100B_p53
WQLADCZJBORKGE-UHFFFAOYSA-N,B5A235,Q96LD9,1,CREBBP_H4
VKZZMWQUZNYGMS-ISLYRVAYSA-N,B5A248,Q96LD9,1,CREBBP_H4
